ModuleLicenseId|ModuleId|LicenseId|IsActive|DateCreated|DateUpdated|UserId|UpdatedUserId|ModuleType
275|4096|30|False|2019-05-10 20:26:34.547000000|2020-06-16 22:27:00.283000000|263|539|2
276|113|30|False|2019-05-10 20:29:33.950000000|2020-06-16 22:27:00.283000000|263|539|1
277|4096|30|False|2019-05-10 20:29:33.950000000|2020-06-16 22:27:00.283000000|263|539|2
278|113|30|False|2019-05-10 20:33:49.900000000|2020-06-16 22:27:00.283000000|263|539|1
279|4096|30|False|2019-05-10 20:33:49.900000000|2020-06-16 22:27:00.283000000|263|539|2
280|115|53|False|2019-05-11 12:17:50.330000000|2020-05-21 16:06:22.320000000|288|296|1
281|115|53|False|2019-05-11 12:22:21.410000000|2020-05-21 16:06:22.320000000|288|296|1
282|4|53|False|2019-05-11 12:22:21.410000000|2020-05-21 16:06:22.320000000|288|296|2
283|115|53|False|2019-05-11 12:33:12.993000000|2020-05-21 16:06:22.320000000|288|296|1
284|4|53|False|2019-05-11 12:33:12.993000000|2020-05-21 16:06:22.320000000|288|296|2
285|113|23|False|2019-05-11 17:58:44.367000000|2020-08-01 12:05:59.313000000|263|310|1
286|113|54|False|2019-05-13 11:40:51.090000000|2020-08-18 10:26:34.387000000|0|310|1
287|1024|54|False|2019-05-13 11:40:51.093000000|2020-08-18 10:26:34.387000000|0|310|3
288|113|55|True|2019-05-13 11:40:55.003000000||284||1
289|1024|55|True|2019-05-13 11:40:55.003000000||284||3
290|113|54|False|2019-05-13 11:42:53.913000000|2020-08-18 10:26:34.387000000|284|310|1
291|1024|54|False|2019-05-13 11:42:53.913000000|2020-08-18 10:26:34.387000000|284|310|3
292|113|23|False|2019-05-13 14:26:23.243000000|2020-08-01 12:05:59.313000000|261|310|1
